Sample	Bin	bin.quality.numeric	bin.quality.call	Completeness	Contamination	Strain.heterogeneity	lca_species	lca_level	lca_fraction	best_species	best_level	best_fraction	N50	Size.Mb	Coverage	# contigs (>= 0 bp)	Largest contig	Genes	tRNA	rna.16S	rna.23S	rna.5S	low.quality	med.quality	high.quality.nayfach	high.quality.bowers	# contigs (>= 10000 bp)	# contigs (>= 50000 bp)	# contigs (>= 100000 bp)	# contigs (>= 250000 bp)	# contigs (>= 500000 bp)	# contigs (>= 1000000 bp)	# contigs (>= 2000000 bp)	# contigs (>= 3000000 bp)	Total length (>= 0 bp)	Total length (>= 10000 bp)	Total length (>= 50000 bp)	Total length (>= 100000 bp)	Total length (>= 250000 bp)	Total length (>= 500000 bp)	Total length (>= 1000000 bp)	Total length (>= 2000000 bp)	Total length (>= 3000000 bp)	# contigs	Total length	N75	L50	L75	# N's per 100 kbp	Marker.lineage	X..genomes	X..markers	X..marker.sets	X0	X1	X2	X3	X4	X5.
D03-NF-R1	71_sub	43.24	1) low quality	43.24	0	0	[Eubacterium] rectale	species	1	[Eubacterium] rectale DSM 17629	strain	0.611	1029918	1.94	4.57	3	1029918	1900	46	1	1	0	TRUE	FALSE	FALSE	FALSE	3	3	3	2	2	1	0	0	1937688	1937688	1937688	1937688	1782765	1782765	1029918	0	0	3	1937688	752847	1	2	0	f__Lachnospiraceae (UID1286)	57	420	207	232	188	0	0	0	0
D03-NF-R1	bin.18	90.41	2) medium quality	99.21	1.76	0	Roseburia faecis	species	0.836	Roseburia faecis	species	0.836	584149	3.39	3.16	12	627165	3268	54	4	4	0	TRUE	TRUE	FALSE	FALSE	11	10	9	5	3	0	0	0	3390783	3384838	3344165	3258163	2610086	1824186	0	0	0	12	3390783	317891	3	5	0	f__Lachnospiraceae (UID1286)	57	420	207	3	411	6	0	0	0
D03-NF-R1	bin.33	86.46	2) medium quality	86.46	0	0	Prevotella sp.	species	0.98	Prevotella sp.	species	0.98	114000	2.37	13.62	38	176005	1899	49	2	2	2	TRUE	TRUE	FALSE	FALSE	36	17	9	0	0	0	0	0	2368202	2354934	1822872	1233571	0	0	0	0	0	38	2368202	52000	9	17	0	g__Prevotella (UID2722)	64	532	281	52	480	0	0	0	0
D03-NF-R1	maxbin.004	-6.93	0) really bad	67.92	14.97	62.16	Faecalibacterium prausnitzii SL3/3	strain	0.716	Faecalibacterium prausnitzii SL3/3	strain	0.716	118001	2.19	6.89	27	389806	2069	59	6	6	6	FALSE	FALSE	FALSE	FALSE	23	15	8	2	0	0	0	0	2190051	2160536	1912746	1379785	650861	0	0	0	0	27	2190051	83811	6	11	0	o__Clostridiales (UID1212)	172	261	147	86	146	25	4	0	0
D03-NF-R1	maxbin.005	-56.53	0) really bad	74.42	26.19	63.16	Faecalibacterium prausnitzii	species	0.784	Faecalibacterium prausnitzii L2-6	strain	0.6	101685	1.93	5.07	40	284000	1856	39	2	2	2	FALSE	FALSE	FALSE	FALSE	30	11	6	2	0	0	0	0	1930740	1876681	1412622	993997	566971	0	0	0	0	40	1930740	33915	6	13	0	o__Clostridiales (UID1212)	172	261	147	67	144	48	1	1	0
D03-NF-R1	maxbin.009_sub	40.28	2) medium quality	78.43	7.63	3.92	Bacteroides	genus	0.691	Bacteroides uniformis	species	0.643	70001	4.17	5.77	116	195995	3689	55	5	8	4	TRUE	TRUE	FALSE	FALSE	75	35	10	0	0	0	0	0	4170686	4008418	2989846	1299688	0	0	0	0	0	116	4170686	47204	20	38	0	o__Bacteroidales (UID2657)	160	492	269	86	369	30	7	0	0
D03-NF-R1	maxbin.010	65.4	2) medium quality	75	1.92	0	Alistipes	genus	0.872	Alistipes putredinis	species	0.608	44001	1.82	4.97	68	170829	1638	23	1	1	1	TRUE	TRUE	FALSE	FALSE	44	11	2	0	0	0	0	0	1819661	1722489	858589	281131	0	0	0	0	0	68	1819661	29992	13	25	0	p__Bacteroidetes (UID2605)	350	314	208	80	230	4	0	0	0
D03-NF-R1	maxbin.011_sub	-4.9	0) really bad	47.75	10.53	5.56	Eubacteriales	order	0.698	Coprococcus comes	species	0.159	51759	1.89	2.16	53	187715	1911	40	7	7	7	FALSE	FALSE	FALSE	FALSE	40	13	2	0	0	0	0	0	1885256	1816274	1079616	339248	0	0	0	0	0	53	1885256	37762	11	21	0	f__Lachnospiraceae (UID1256)	33	333	171	156	147	27	3	0	0
D03-NF-R1	maxbin.012_sub	21.96	1) low quality	44.76	4.56	28.57	Bacteroidaceae	family	0.72	Phocaeicola vulgatus	species	0.337	46007	2.6	3.62	101	129710	2277	49	4	4	4	TRUE	FALSE	FALSE	FALSE	64	13	3	0	0	0	0	0	2596656	2396204	1175235	347666	0	0	0	0	0	101	2596656	23696	16	37	0	k__Bacteria (UID2372)	131	177	106	88	82	7	0	0	0
D03-NF-R1	maxbin.017	-57.3	0) really bad	92.5	29.96	8.82	Eubacteriales	order	0.738	Lachnospiraceae bacterium	species	0.616	60267	3.26	2.08	115	178002	3083	57	3	3	1	FALSE	FALSE	FALSE	FALSE	72	23	6	0	0	0	0	0	3257854	3093037	1971023	858680	0	0	0	0	0	115	3257854	28002	17	36	0	k__Bacteria (UID203)	5449	103	57	8	65	28	2	0	0
D03-NF-R1	maxbin.018	-21.13	0) really bad	62.87	16.8	29.55	Oscillospiraceae	family	0.737	Faecalibacterium prausnitzii L2-6	strain	0.304	25933	1.9	2.47	145	79954	2085	46	1	1	1	FALSE	FALSE	FALSE	FALSE	52	6	0	0	0	0	0	0	1904851	1503385	385969	0	0	0	0	0	0	145	1904851	14952	23	46	0	o__Clostridiales (UID1212)	172	261	147	88	135	35	3	0	0
D03-NF-R1	maxbin.023	89.61	3) high quality Nayfach	96.31	1.34	0	Clostridium sp. CAG:217	species	0.873	Clostridium sp. CAG:217	species	0.873	242000	2.28	1.23	27	463089	2108	61	2	2	3	TRUE	TRUE	FALSE	TRUE	15	9	8	2	0	0	0	0	2278978	2230769	2045270	1947790	809090	0	0	0	0	27	2278978	172018	4	7	0	o__Clostridiales (UID1212)	172	263	149	7	252	4	0	0	0
D03-NF-R1	maxbin.025	81.25	3) high quality Nayfach	100	3.75	0	Bifidobacterium adolescentis ATCC 15703	strain	0.83	Bifidobacterium adolescentis ATCC 15703	strain	0.83	763964	2.29	0.72	39	929942	1831	56	4	4	5	TRUE	TRUE	FALSE	TRUE	11	6	3	2	2	0	0	0	2287681	2173418	2056951	1809882	1693906	1693906	0	0	0	39	2287681	115976	2	3	0	f__Bifidobacteriaceae (UID1458)	77	464	220	0	449	13	2	0	0
D03-NF-R1	maxbin.030	31.36	1) low quality	31.36	0	0	Coprococcus	genus	0.673	Coprococcus sp.	species	0.22	21403	1.11	0.68	112	57793	1020	8	0	0	0	TRUE	FALSE	FALSE	FALSE	38	1	0	0	0	0	0	0	1112400	823058	57793	0	0	0	0	0	0	112	1112400	9977	19	40	0	o__Clostridiales (UID1212)	172	263	149	160	103	0	0	0	0
D03-NF-R1	unbinned	-3070.21	0) really bad	99.84	634.01	6.08	Bacteria	superkingdom	0.669	Dorea longicatena DSM 13814	strain	0.057	36875	30.29	1.31	2115	951198	0	499	31	29	26	FALSE	FALSE	FALSE	FALSE	699	117	18	6	2	0	0	0	30289334	24959227	10982986	4444449	2804640	1533122	0	0	0	2115	30289334	15976	213	526	0	k__Bacteria (UID203)	5449	104	58	1	7	3	6	9	78
