Sample	Bin	bin.quality.numeric	bin.quality.call	Completeness	Contamination	Strain.heterogeneity	lca_species	lca_level	lca_fraction	best_species	best_level	best_fraction	N50	Size.Mb	Coverage	# contigs (>= 0 bp)	Largest contig	Genes	tRNA	rna.16S	rna.23S	rna.5S	low.quality	med.quality	high.quality.nayfach	high.quality.bowers	# contigs (>= 10000 bp)	# contigs (>= 50000 bp)	# contigs (>= 100000 bp)	# contigs (>= 250000 bp)	# contigs (>= 500000 bp)	# contigs (>= 1000000 bp)	# contigs (>= 2000000 bp)	# contigs (>= 3000000 bp)	Total length (>= 0 bp)	Total length (>= 10000 bp)	Total length (>= 50000 bp)	Total length (>= 100000 bp)	Total length (>= 250000 bp)	Total length (>= 500000 bp)	Total length (>= 1000000 bp)	Total length (>= 2000000 bp)	Total length (>= 3000000 bp)	# contigs	Total length	N75	L50	L75	# N's per 100 kbp	Marker.lineage	X..genomes	X..markers	X..marker.sets	X0	X1	X2	X3	X4	X5.
D08-NF-R1	85	93.88	3) high quality Nayfach	97.28	0.68	0	Subdoligranulum sp. 60_17	species	0.778	Subdoligranulum sp. 60_17	species	0.778	2456375	3.16	1.22	4	2456375	2775	72	5	5	5	TRUE	TRUE	FALSE	TRUE	4	3	3	2	1	1	1	0	3159094	3159094	3126073	3126073	2890386	2456375	2456375	2456375	0	4	3159094	2456375	1	1	0	o__Clostridiales (UID1212)	172	261	147	4	255	2	0	0	0
D08-NF-R1	90	63.76	2) medium quality	63.76	0	0	Clostridiales bacterium	species	0.894	Clostridiales bacterium	species	0.894	42666	2.37	0.34	125	109993	2416	32	1	1	2	TRUE	TRUE	FALSE	FALSE	56	12	1	0	0	0	0	0	2370791	2071651	854265	109993	0	0	0	0	0	125	2370791	25316	20	38	0	o__Clostridiales (UID1120)	304	250	143	88	162	0	0	0	0
D08-NF-R1	93	87.97	2) medium quality	87.97	0	0	uncultured Ruminococcus sp.	species	1	uncultured Ruminococcus sp.	species	1	1422486	2.5	2.13	3	1422486	2165	36	2	2	2	TRUE	TRUE	FALSE	FALSE	3	3	3	3	2	1	0	0	2498130	2498130	2498130	2498130	2498130	2117513	1422486	0	0	3	2498130	695027	1	2	0	o__Clostridiales (UID1226)	155	278	158	25	253	0	0	0	0
D08-NF-R1	95	87	2) medium quality	98.1	2.22	0	uncultured Lachnospira sp.	species	0.932	uncultured Lachnospira sp.	species	0.932	672626	3.96	0.76	36	755876	3453	64	8	8	0	TRUE	TRUE	FALSE	FALSE	24	12	9	4	3	0	0	0	3956376	3901407	3605709	3369292	2540307	2146307	0	0	0	36	3956376	163244	3	7	0	o__Clostridiales (UID1226)	155	278	158	5	270	2	1	0	0
D08-NF-R1	97	-143.48	0) really bad	63.47	41.39	9.09	Clostridiaceae	family	0.699	Clostridiaceae bacterium AF29-16BH	species	0.261	31987	4.23	0.39	214	135895	6239	54	2	2	2	FALSE	FALSE	FALSE	FALSE	131	11	1	0	0	0	0	0	4231262	3772576	794566	135895	0	0	0	0	0	214	4231262	17479	44	88	0	o__Clostridiales (UID1226)	155	278	158	89	113	51	23	2	0
D08-NF-R1	98	44.55	0) really bad	94.6	10.01	57.14	Adlercreutzia caecimuris B7	strain	0.876	Unclassified	Unclassified	0.583	61669	3.27	0.31	107	229517	3169	58	2	2	2	FALSE	FALSE	FALSE	FALSE	64	17	8	0	0	0	0	0	3270644	3067956	1834533	1191861	0	0	0	0	0	107	3270644	31917	14	33	0	p__Actinobacteria (UID2112)	31	211	124	10	179	19	3	0	0
D08-NF-R1	99	64	2) medium quality	74.45	2.09	16.67	Lachnospiraceae bacterium	species	0.902	Lachnospiraceae bacterium	species	0.902	73989	2.07	0.35	52	161900	2624	33	3	3	0	TRUE	TRUE	FALSE	FALSE	40	16	5	0	0	0	0	0	2072864	2021476	1430125	640019	0	0	0	0	0	52	2072864	42633	10	19	0	f__Lachnospiraceae (UID1255)	90	354	174	80	268	6	0	0	0
D08-NF-R1	bin.106	83.27	2) medium quality	84.27	0.2	0	Cryptobacterium sp. CAG:338	species	1	Cryptobacterium sp. CAG:338	species	1	471976	1.87	0.22	6	481956	1593	45	3	3	3	TRUE	TRUE	FALSE	FALSE	6	6	5	4	0	0	0	0	1866149	1866149	1866149	1814152	1691896	0	0	0	0	6	1866149	456011	2	3	0	p__Actinobacteria (UID2112)	31	211	124	26	184	1	0	0	0
D08-NF-R1	bin.107	15.82	1) low quality	15.82	0	0	uncultured Blautia sp.	species	0.692	uncultured Blautia sp.	species	0.692	214731	0.7	1.99	5	221629	652	15	1	1	1	TRUE	FALSE	FALSE	FALSE	5	3	3	0	0	0	0	0	698111	698111	643493	643493	0	0	0	0	0	5	698111	207133	2	3	0	o__Clostridiales (UID1226)	155	278	158	200	78	0	0	0	0
D08-NF-R1	bin.118	92.88	3) high quality Nayfach	92.88	0	0	Parabacteroides merdae CL03T12C32	strain	0.858	Parabacteroides merdae CL03T12C32	strain	0.858	277758	4.19	0.45	31	716841	3661	76	6	6	6	TRUE	TRUE	FALSE	TRUE	30	20	14	5	1	0	0	0	4187076	4177828	3881922	3508302	2217388	716841	0	0	0	31	4187076	125720	5	11	0	o__Bacteroidales (UID2621)	198	427	260	24	403	0	0	0	0
D08-NF-R1	bin.122_sub	28.17	2) medium quality	77.22	9.81	36.36	Blautia obeum	species	0.787	Blautia obeum	species	0.787	584885	3	1.75	16	1427103	2732	37	5	5	5	TRUE	TRUE	FALSE	FALSE	13	9	5	3	2	1	0	0	3000425	2977885	2865790	2563510	2295203	2011988	1427103	0	0	16	3000425	283215	2	3	0	o__Clostridiales (UID1226)	155	278	158	53	203	22	0	0	0
D08-NF-R1	bin.131	78.76	2) medium quality	85.11	1.27	100	Eubacteriales	order	0.808	uncultured Ruminococcus sp.	species	0.595	112577	2.94	1	36	362336	2614	43	5	5	5	TRUE	TRUE	FALSE	FALSE	33	20	9	1	0	0	0	0	2941523	2924745	2484114	1679420	362336	0	0	0	0	36	2941523	61682	8	16	0	o__Clostridiales (UID1226)	155	278	158	35	241	2	0	0	0
D08-NF-R1	bin.164	81.56	2) medium quality	83.96	0.48	100	[Eubacterium] rectale DSM 17629	strain	0.703	[Eubacterium] rectale DSM 17629	strain	0.703	277588	2.09	2.73	13	496785	1988	46	3	3	0	TRUE	TRUE	FALSE	FALSE	13	9	8	3	0	0	0	0	2089801	2089801	1944940	1893553	1060802	0	0	0	0	13	2089801	165676	3	6	0	f__Lachnospiraceae (UID1286)	57	420	207	72	346	2	0	0	0
D08-NF-R1	bin.167	48.98	1) low quality	48.98	0	0	Oscillibacter sp.	species	0.911	Oscillibacter sp.	species	0.911	37878	1.18	0.44	38	155651	1272	36	3	2	2	TRUE	FALSE	FALSE	FALSE	28	6	1	0	0	0	0	0	1183259	1111863	472934	155651	0	0	0	0	0	38	1183259	29954	9	18	0	o__Clostridiales (UID1212)	172	263	149	114	149	0	0	0	0
D08-NF-R1	bin.172	44.79	1) low quality	44.79	0	0	Alistipes onderdonkii WAL 8169 = DSM 19147	strain	0.817	Alistipes onderdonkii WAL 8169 = DSM 19147	strain	0.817	336467	1.84	0.7	5	785949	1500	27	1	1	1	TRUE	FALSE	FALSE	FALSE	5	5	4	4	1	0	0	0	1835168	1835168	1835168	1743453	1743453	785949	0	0	0	5	1835168	310565	2	3	0	p__Bacteroidetes (UID2605)	350	314	208	151	163	0	0	0	0
D08-NF-R1	bin.179	98.82	3) high quality Nayfach	99.42	0.12	0	Dorea longicatena AGR2136	strain	1	Dorea longicatena AGR2136	strain	1	834265	3.42	0.69	4	1548285	3264	56	6	6	6	TRUE	TRUE	FALSE	TRUE	4	4	4	4	3	1	0	0	3421740	3421740	3421740	3421740	3421740	2934094	1548285	0	0	4	3421740	551544	2	3	0	f__Lachnospiraceae (UID1256)	33	333	171	1	331	1	0	0	0
D08-NF-R1	bin.185	81.9	3) high quality Nayfach	91.95	2.01	80	Anaerostipes hadrus	species	1	Anaerostipes hadrus	species	1	504634	2.65	1.33	10	874488	2514	66	6	6	6	TRUE	TRUE	FALSE	TRUE	10	8	7	4	2	0	0	0	2645879	2645879	2568621	2510448	2049349	1379122	0	0	0	10	2645879	268791	2	4	0	o__Clostridiales (UID1212)	172	263	149	26	232	5	0	0	0
D08-NF-R1	bin.192	80.39	2) medium quality	83.54	0.63	0	uncultured Blautia sp.	species	1	uncultured Blautia sp.	species	1	857936	2.8	0.84	4	1120895	2404	62	6	6	6	TRUE	TRUE	FALSE	FALSE	4	4	4	3	3	1	0	0	2796919	2796919	2796919	2796919	2668680	2668680	1120895	0	0	4	2796919	689849	2	3	0	o__Clostridiales (UID1226)	155	278	158	44	233	1	0	0	0
D08-NF-R1	bin.196	37.34	1) low quality	37.34	0	0	Eubacteriales	order	0.709	Ruminococcus sp. OM02-16LB	species	0.321	177210	1.05	2.35	9	214329	963	10	2	2	2	TRUE	FALSE	FALSE	FALSE	8	7	5	0	0	0	0	0	1045040	1038615	1017171	858792	0	0	0	0	0	9	1045040	131976	3	5	0	o__Clostridiales (UID1226)	155	278	158	147	131	0	0	0	0
D08-NF-R1	bin.200	46.79	2) medium quality	71.04	4.85	66.67	Clostridium sp. AM30-24	species	0.811	Clostridium sp. AM30-24	species	0.811	43637	2.19	0.72	68	138459	2368	49	5	5	3	TRUE	TRUE	FALSE	FALSE	60	11	1	0	0	0	0	0	2190379	2134251	832319	138459	0	0	0	0	0	68	2190379	31982	17	32	0	o__Clostridiales (UID1226)	155	278	158	73	196	9	0	0	0
D08-NF-R1	bin.220	99.12	3) high quality Nayfach	99.12	0	0	Ruminococcus sp. AF31-14BH	species	1	Ruminococcus sp. AF31-14BH	species	1	1912573	3.08	0.87	3	1912573	2791	57	6	6	6	TRUE	TRUE	FALSE	TRUE	3	3	3	3	2	1	0	0	3083554	3083554	3083554	3083554	3083554	2604186	1912573	0	0	3	3083554	691613	1	2	0	f__Lachnospiraceae (UID1256)	33	333	171	2	331	0	0	0	0
D08-NF-R1	bin.221	43.91	2) medium quality	85.61	8.34	51.52	Bacteroides thetaiotaomicron dnLKV9	strain	0.911	Bacteroides thetaiotaomicron dnLKV9	strain	0.911	1732682	5.7	1	17	2235462	4325	59	5	4	4	TRUE	TRUE	FALSE	FALSE	16	9	7	4	3	2	1	0	5695759	5686451	5508259	5372993	4973424	4569424	3968144	2235462	0	17	5695759	601280	2	3	0	g__Bacteroides (UID2691)	33	839	309	120	667	45	7	0	0
D08-NF-R1	bin.222	63.34	2) medium quality	88.64	5.06	100	Clostridium	genus	0.702	Clostridium sp. TF06-15AC	species	0.454	167958	2.78	0.69	25	350430	2483	58	5	6	5	TRUE	TRUE	FALSE	FALSE	24	16	12	2	0	0	0	0	2777834	2770729	2562274	2279990	656430	0	0	0	0	25	2777834	115594	6	11	0	o__Clostridiales (UID1226)	155	278	158	28	241	7	2	0	0
D08-NF-R1	bin.230	5.26	1) low quality	5.26	0	0	Lachnospiraceae	family	1	[Ruminococcus] gnavus	species	0.633	65999	0.27	0.56	5	126568	343	3	0	0	0	TRUE	FALSE	FALSE	FALSE	5	2	1	0	0	0	0	0	266628	266628	192567	126568	0	0	0	0	0	5	266628	31979	2	3	0	f__Lachnospiraceae (UID1256)	33	333	171	293	40	0	0	0	0
D08-NF-R1	bin.240	86.56	3) high quality Nayfach	90.51	0.79	0	Blautia	genus	0.781	Blautia sp. AF19-1	species	0.401	1268312	3.33	3.23	4	1290431	2973	59	6	6	6	TRUE	TRUE	FALSE	TRUE	4	3	3	3	3	2	0	0	3331884	3331884	3287498	3287498	3287498	3287498	2558743	0	0	4	3331884	1268312	2	2	0	o__Clostridiales (UID1226)	155	278	158	21	255	2	0	0	0
D08-NF-R1	bin.29	68.9	2) medium quality	68.9	0	0	Blautia sp. BIOML-A1	species	0.994	Blautia sp. BIOML-A1	species	0.994	419842	2.51	0.8	9	667116	2337	50	6	6	5	TRUE	TRUE	FALSE	FALSE	9	8	7	4	1	0	0	0	2509852	2509852	2494540	2408592	1875208	667116	0	0	0	9	2509852	211911	3	5	0	o__Clostridiales (UID1226)	155	278	158	93	185	0	0	0	0
D08-NF-R1	bin.31_sub	64.69	2) medium quality	68.04	0.67	0	Eubacterium sp. CAG:86	species	1	Eubacterium sp. CAG:86	species	1	69985	1.87	0.34	35	227990	2001	44	4	4	4	TRUE	TRUE	FALSE	FALSE	33	14	1	0	0	0	0	0	1870241	1855666	1205630	227990	0	0	0	0	0	35	1870241	42373	10	19	0	o__Clostridiales (UID1212)	172	263	149	83	179	1	0	0	0
D08-NF-R1	bin.6	99.06	2) medium quality	99.06	0	0	Coprobacillus sp. OF03-2AA	species	1	Coprobacillus sp. OF03-2AA	species	1	2815642	2.82	0.62	1	2815642	2817	0	9	9	9	TRUE	TRUE	FALSE	FALSE	1	1	1	1	1	1	1	0	2815642	2815642	2815642	2815642	2815642	2815642	2815642	2815642	0	1	2815642	2815642	1	1	0	k__Bacteria (UID2372)	131	177	106	3	174	0	0	0	0
D08-NF-R1	bin.72	65.46	2) medium quality	65.46	0	0	Alistipes	genus	0.855	Alistipes sp. AF14-19	species	0.609	110509	2.04	0.81	21	273961	1674	28	2	2	2	TRUE	TRUE	FALSE	FALSE	21	15	7	1	0	0	0	0	2036287	2036287	1828298	1227778	273961	0	0	0	0	21	2036287	76502	6	11	0	p__Bacteroidetes (UID2605)	350	314	208	83	231	0	0	0	0
D08-NF-R1	bin.75	71.57	2) medium quality	88.37	3.36	0	Anaerobutyricum hallii	species	0.868	Anaerobutyricum hallii	species	0.868	333983	3.06	0.33	18	827913	2695	71	9	9	9	TRUE	TRUE	FALSE	FALSE	17	14	9	4	1	0	0	0	3061588	3056589	2976626	2655932	1867345	827913	0	0	0	18	3061588	144002	3	7	0	o__Clostridiales (UID1212)	172	263	149	29	224	10	0	0	0
D08-NF-R1	bin.91	97	3) high quality Nayfach	99.9	0.58	0	Streptococcus salivarius CCHSS3	strain	0.768	Streptococcus salivarius CCHSS3	strain	0.768	1654037	2.15	0.98	2	1654037	1938	68	6	6	6	TRUE	TRUE	FALSE	TRUE	2	2	2	2	2	1	0	0	2154785	2154785	2154785	2154785	2154785	2154785	1654037	0	0	2	2154785	1654037	1	1	0	g__Streptococcus (UID684)	26	668	229	2	664	2	0	0	0
D08-NF-R1	bin.93	77.38	2) medium quality	78.83	0.29	0	Dorea	genus	0.855	Dorea sp. CAG:317	species	0.452	175235	2.1	0.33	23	430000	2496	41	3	3	0	TRUE	TRUE	FALSE	FALSE	20	13	7	2	0	0	0	0	2096848	2082977	1904716	1475812	771663	0	0	0	0	23	2096848	99927	4	8	0	f__Lachnospiraceae (UID1256)	33	333	171	65	267	1	0	0	0
D08-NF-R1	maxbin.001	99.25	4) high quality Bowers	99.25	0	0	Bacteroides sp. AF39-10AT	species	0.952	Bacteroides sp. AF39-10AT	species	0.952	714307	5.72	14.05	16	1677283	4786	92	7	7	8	TRUE	TRUE	TRUE	TRUE	16	10	7	6	5	1	0	0	5716374	5716374	5567295	5326282	5097866	4720881	1677283	0	0	16	5716374	625438	3	5	0	o__Bacteroidales (UID2654)	163	486	266	2	484	0	0	0	0
