Sample	Bin	bin.quality.numeric	bin.quality.call	Completeness	Contamination	Strain.heterogeneity	lca_species	lca_level	lca_fraction	best_species	best_level	best_fraction	N50	Size.Mb	Coverage	# contigs (>= 0 bp)	Largest contig	Genes	tRNA	rna.16S	rna.23S	rna.5S	low.quality	med.quality	high.quality.nayfach	high.quality.bowers	# contigs (>= 10000 bp)	# contigs (>= 50000 bp)	# contigs (>= 100000 bp)	# contigs (>= 250000 bp)	# contigs (>= 500000 bp)	# contigs (>= 1000000 bp)	# contigs (>= 2000000 bp)	# contigs (>= 3000000 bp)	Total length (>= 0 bp)	Total length (>= 10000 bp)	Total length (>= 50000 bp)	Total length (>= 100000 bp)	Total length (>= 250000 bp)	Total length (>= 500000 bp)	Total length (>= 1000000 bp)	Total length (>= 2000000 bp)	Total length (>= 3000000 bp)	# contigs	Total length	N75	L50	L75	# N's per 100 kbp	Marker.lineage	X..genomes	X..markers	X..marker.sets	X0	X1	X2	X3	X4	X5.
D07-NF-R1	43	92.87	3) high quality Nayfach	95.77	0.58	0	Parabacteroides	genus	0.894	Parabacteroides distasonis	species	0.448	100045	4.64	3.57	75	259954	3864	78	6	6	6	TRUE	TRUE	FALSE	TRUE	62	36	15	1	0	0	0	0	4643832	4584471	3912800	2354844	259954	0	0	0	0	75	4643832	64004	15	29	0	o__Bacteroidales (UID2621)	198	427	260	15	409	3	0	0	0
D07-NF-R1	45	98.66	3) high quality Nayfach	98.66	0	0	Oscillospiraceae bacterium	species	0.947	Oscillospiraceae bacterium	species	0.947	521255	2.75	2.24	7	605759	2558	54	2	2	2	TRUE	TRUE	FALSE	TRUE	7	7	7	4	3	0	0	0	2753733	2753733	2753733	2753733	2209845	1725639	0	0	0	7	2753733	484206	3	4	0	o__Clostridiales (UID1212)	172	263	149	2	261	0	0	0	0
D07-NF-R1	47	67.32	2) medium quality	67.82	0.1	0	Azospirillum sp. 51_20	species	0.917	Azospirillum sp. 51_20	species	0.917	23585	1.57	5.07	126	48011	1482	36	0	0	0	TRUE	TRUE	FALSE	FALSE	54	0	0	0	0	0	0	0	1571851	1261643	0	0	0	0	0	0	0	126	1571851	12435	24	47	0	k__Bacteria (UID2565)	2921	152	93	42	109	1	0	0	0
D07-NF-R1	51	94.28	3) high quality Nayfach	99.33	1.01	0	Ruminococcus sp. AF37-3AC	species	0.778	Ruminococcus sp. AF37-3AC	species	0.778	1639121	2.11	1.32	6	1639121	1943	55	3	3	3	TRUE	TRUE	FALSE	TRUE	3	3	3	2	1	1	0	0	2105688	2095025	2095025	2095025	1914392	1639121	1639121	0	0	6	2105688	1639121	1	1	0	o__Clostridiales (UID1212)	172	263	149	1	260	2	0	0	0
D07-NF-R1	54_sub	38.56	1) low quality	48.16	1.92	40	Clostridium	genus	0.796	Clostridium sp. CAG:245	species	0.553	25993	1.12	1.25	73	66259	1151	36	2	2	2	TRUE	FALSE	FALSE	FALSE	38	2	0	0	0	0	0	0	1121118	982739	118671	0	0	0	0	0	0	73	1121118	19497	14	27	0	o__Clostridiales (UID1120)	304	250	143	130	115	5	0	0	0
D07-NF-R1	61_sub	-63.88	0) really bad	74.22	27.62	67.14	Faecalibacterium	genus	0.793	Faecalibacterium sp. CAG:82-related_59_9	species	0.448	24540	2.61	1.41	183	74549	2445	65	1	0	1	FALSE	FALSE	FALSE	FALSE	86	3	0	0	0	0	0	0	2605302	2115478	206534	0	0	0	0	0	0	183	2605302	12461	35	72	0	o__Clostridiales (UID1212)	172	261	147	62	139	55	5	0	0
D07-NF-R1	69	86.67	2) medium quality	89.82	0.63	100	uncultured Ruminococcus sp.	species	0.993	uncultured Ruminococcus sp.	species	0.993	68005	2.74	0.95	78	240003	2272	51	3	3	3	TRUE	TRUE	FALSE	FALSE	48	19	8	0	0	0	0	0	2740868	2576528	1887233	1204206	0	0	0	0	0	78	2740868	47961	11	23	0	o__Clostridiales (UID1226)	155	278	158	25	250	3	0	0	0
D07-NF-R1	70	33.95	2) medium quality	52.4	3.69	14.29	Eubacteriales	order	0.723	Oscillospiraceae bacterium	species	0.149	16727	1.66	0.84	145	43902	1682	46	3	2	3	TRUE	TRUE	FALSE	FALSE	50	0	0	0	0	0	0	0	1657431	1108702	0	0	0	0	0	0	0	145	1657431	8862	30	65	0	o__Clostridiales (UID1212)	172	263	149	118	138	7	0	0	0
D07-NF-R1	78	55.1	2) medium quality	94.8	7.94	73.33	Lachnospira eligens	species	0.798	Lachnospira eligens	species	0.798	54590	2.95	3.37	95	147301	2812	46	3	3	0	TRUE	TRUE	FALSE	FALSE	63	20	5	0	0	0	0	0	2950675	2784392	1681239	613949	0	0	0	0	0	95	2950675	33160	17	33	0	o__Clostridiales (UID1212)	172	263	149	13	235	15	0	0	0
D07-NF-R1	8	93.3	3) high quality Nayfach	100	1.34	50	Anaerobutyricum hallii	species	0.982	Anaerobutyricum hallii	species	0.982	465900	3.65	1.1	16	1072195	3176	72	9	9	9	TRUE	TRUE	FALSE	TRUE	14	10	9	5	2	1	0	0	3649434	3639054	3540247	3478247	2827972	1619250	1072195	0	0	16	3649434	320000	3	5	0	o__Clostridiales (UID1212)	172	263	149	0	261	2	0	0	0
D07-NF-R1	80_sub	93.08	3) high quality Nayfach	98.23	1.03	0	Parabacteroides merdae	species	0.834	Parabacteroides merdae	species	0.834	149897	4.36	3.77	49	291817	3612	79	6	6	6	TRUE	TRUE	FALSE	TRUE	43	29	18	2	0	0	0	0	4355166	4321242	3906611	3145777	566532	0	0	0	0	49	4355166	76000	11	20	0	o__Bacteroidales (UID2621)	198	427	260	24	398	5	0	0	0
D07-NF-R1	83	75.81	2) medium quality	78.71	0.58	25	Roseburia sp. AM16-25	species	0.99	Roseburia sp. AM16-25	species	0.99	28952	1.94	0.75	121	77969	1803	31	2	1	0	TRUE	TRUE	FALSE	FALSE	55	2	0	0	0	0	0	0	1939675	1580457	136965	0	0	0	0	0	0	121	1939675	16374	25	46	0	f__Lachnospiraceae (UID1286)	57	420	207	89	327	4	0	0	0
D07-NF-R1	86	74.28	2) medium quality	80.43	1.23	100	Bilophila wadsworthia	species	0.966	Bilophila wadsworthia ATCC 49260	strain	0.51	19881	3.1	1.11	269	46218	2742	47	0	0	0	TRUE	TRUE	FALSE	FALSE	106	0	0	0	0	0	0	0	3098326	2316779	0	0	0	0	0	0	0	269	3098326	9978	52	107	0	c__Deltaproteobacteria (UID3218)	61	284	169	47	232	5	0	0	0
D07-NF-R1	87	79.4	2) medium quality	79.4	0	0	Coprococcus catus	species	0.984	Coprococcus catus	species	0.984	29973	2.34	0.67	119	86706	2154	33	1	1	0	TRUE	TRUE	FALSE	FALSE	79	3	0	0	0	0	0	0	2343658	2125681	201939	0	0	0	0	0	0	119	2343658	18961	29	52	0	o__Clostridiales (UID1212)	172	263	149	48	215	0	0	0	0
D07-NF-R1	90_sub	17.76	1) low quality	17.76	0	0	Oscillospiraceae	family	0.668	Subdoligranulum sp. AM16-9	species	0.214	11979	0.63	0.95	100	31954	654	3	0	0	0	TRUE	FALSE	FALSE	FALSE	19	0	0	0	0	0	0	0	627885	338745	0	0	0	0	0	0	0	100	627885	5729	17	38	0	o__Clostridiales (UID1212)	172	263	149	196	67	0	0	0	0
D07-NF-R1	93	62.03	2) medium quality	67.73	1.14	33.33	Lachnospiraceae	family	0.946	Roseburia sp. AM59-24XD	species	0.588	18975	2.09	0.76	167	46131	1919	34	0	0	0	TRUE	TRUE	FALSE	FALSE	79	0	0	0	0	0	0	0	2088321	1616039	0	0	0	0	0	0	0	167	2088321	10430	38	75	0	o__Clostridiales (UID1212)	172	263	149	72	188	3	0	0	0
D07-NF-R1	94	87.83	4) high quality Bowers	99.73	2.38	100	Faecalibacterium prausnitzii	species	0.827	Faecalibacterium prausnitzii L2-6	strain	0.621	231044	2.59	7.63	20	561690	2407	66	6	5	5	TRUE	TRUE	TRUE	TRUE	20	13	9	2	2	0	0	0	2590782	2590782	2387616	2114140	1071818	1071818	0	0	0	20	2590782	132359	3	8	0	o__Clostridiales (UID1212)	172	261	147	3	254	4	0	0	0
D07-NF-R1	95	85.93	3) high quality Nayfach	99.33	2.68	0	Anaerostipes hadrus	species	1	Anaerostipes hadrus	species	1	731251	3.4	1.8	7	1458055	3279	79	7	7	7	TRUE	TRUE	FALSE	TRUE	7	5	4	4	3	1	0	0	3396495	3396495	3338551	3283544	3283544	2875085	1458055	0	0	7	3396495	685779	2	3	0	o__Clostridiales (UID1212)	172	263	149	1	258	4	0	0	0
D07-NF-R1	97_sub	2.48	0) really bad	95.43	18.59	31.67	Alistipes	genus	0.675	Alistipes sp. AF14-19	species	0.467	110449	3.89	5.31	65	525599	3264	61	3	3	3	FALSE	FALSE	FALSE	FALSE	55	26	13	1	1	0	0	0	3894109	3838242	3068471	2213295	525599	525599	0	0	0	65	3894109	55988	11	24	0	p__Bacteroidetes (UID2605)	350	314	208	15	251	42	6	0	0
D07-NF-R1	99	93.92	3) high quality Nayfach	97.27	0.67	0	Oscillospiraceae bacterium	species	1	Oscillospiraceae bacterium	species	1	2373287	2.37	8.72	1	2373287	2192	0	3	3	3	TRUE	TRUE	TRUE	FALSE	1	1	1	1	1	1	1	0	2373287	2373287	2373287	2373287	2373287	2373287	2373287	2373287	0	1	2373287	2373287	1	1	0	o__Clostridiales (UID1212)	172	263	149	6	256	1	0	0	0
D07-NF-R1	bin.104	78.3	4) high quality Bowers	90.3	2.4	0	Alistipes putredinis	species	0.965	Alistipes putredinis	species	0.965	148012	2.01	6.44	17	360088	1786	43	2	2	2	TRUE	TRUE	TRUE	TRUE	16	15	8	1	0	0	0	0	2014669	2008642	1960228	1475207	360088	0	0	0	0	17	2014669	89795	5	9	0	p__Bacteroidetes (UID2605)	350	314	208	32	275	7	0	0	0
D07-NF-R1	bin.119	41.47	0) really bad	93.67	10.44	90.62	uncultured Blautia sp.	species	0.716	uncultured Blautia sp.	species	0.716	119313	3.08	2.19	41	398960	2704	46	7	7	7	FALSE	FALSE	FALSE	FALSE	40	21	9	2	0	0	0	0	3076897	3069545	2547154	1726206	690105	0	0	0	0	41	3076897	58000	8	17	0	o__Clostridiales (UID1226)	155	278	158	11	235	32	0	0	0
D07-NF-R1	bin.133	83.9	2) medium quality	86.3	0.48	0	Alistipes onderdonkii subsp. vulgaris	subspecies	0.96	Alistipes onderdonkii subsp. vulgaris	subspecies	0.96	191956	2.79	4.97	24	374668	2316	43	1	1	1	TRUE	TRUE	FALSE	FALSE	22	17	11	3	0	0	0	0	2791947	2780080	2658626	2255867	890503	0	0	0	0	24	2791947	128009	6	10	0	p__Bacteroidetes (UID2605)	350	314	208	36	277	1	0	0	0
D07-NF-R1	bin.14	96.86	2) medium quality	99.16	0.46	100	Bifidobacterium longum	species	0.665	Bifidobacterium longum subsp. longum F8	strain	0.165	117973	2.28	0.55	35	339213	1864	54	4	4	0	TRUE	TRUE	FALSE	FALSE	29	15	8	1	0	0	0	0	2280360	2245037	1867345	1350400	339213	0	0	0	0	35	2280360	63936	7	13	0	f__Bifidobacteriaceae (UID1462)	65	476	217	10	465	1	0	0	0
D07-NF-R1	bin.146	97.75	2) medium quality	100	0.45	0	Bifidobacterium adolescentis L2-32	strain	1	Bifidobacterium adolescentis L2-32	strain	1	2111073	2.11	1.61	1	2111073	1669	0	4	4	5	TRUE	TRUE	FALSE	FALSE	1	1	1	1	1	1	1	0	2111073	2111073	2111073	2111073	2111073	2111073	2111073	2111073	0	1	2111073	2111073	1	1	0	f__Bifidobacteriaceae (UID1458)	77	464	220	0	463	1	0	0	0
D07-NF-R1	bin.24	58.89	2) medium quality	96.84	7.59	68.42	Eubacteriales	order	0.688	Blautia wexlerae AGR2146	strain	0.229	122717	3.84	2.53	48	346959	3484	60	7	6	7	TRUE	TRUE	FALSE	FALSE	48	26	15	2	0	0	0	0	3842844	3842844	3204608	2429120	635256	0	0	0	0	48	3842844	69478	11	21	0	o__Clostridiales (UID1226)	155	278	158	11	255	10	1	1	0
D07-NF-R1	bin.35	87.7	2) medium quality	87.7	0	0	Tyzzerella sp.	species	0.66	Tyzzerella sp.	species	0.66	64010	1.84	1.46	40	170005	1747	59	3	5	1	TRUE	TRUE	FALSE	FALSE	38	13	3	0	0	0	0	0	1840665	1828371	1129706	383459	0	0	0	0	0	40	1840665	38578	10	19	0	o__Clostridiales (UID1212)	172	263	149	35	228	0	0	0	0
D07-NF-R1	bin.36_sub	63.82	2) medium quality	80.27	3.29	50	Alistipes communis	species	0.949	Alistipes communis	species	0.949	22500	2.05	1.96	131	49455	1716	43	2	1	1	TRUE	TRUE	FALSE	FALSE	73	0	0	0	0	0	0	0	2052584	1716814	0	0	0	0	0	0	0	131	2052584	14003	31	58	0	p__Bacteroidetes (UID2605)	350	314	208	59	247	5	3	0	0
D07-NF-R1	bin.44	8.77	1) low quality	8.77	0	0	Dorea longicatena DSM 13814	strain	0.803	Dorea longicatena DSM 13814	strain	0.803	283929	0.41	1.6	3	283929	400	6	1	1	1	TRUE	FALSE	FALSE	FALSE	3	2	1	1	0	0	0	0	405893	405893	363893	283929	283929	0	0	0	0	3	405893	79964	1	2	0	f__Lachnospiraceae (UID1256)	33	333	171	282	51	0	0	0	0
D07-NF-R1	bin.49	78.87	2) medium quality	81.77	0.58	0	Coprococcus comes	species	0.986	Coprococcus comes	species	0.986	93993	2.03	1.05	28	196770	1846	55	5	5	2	TRUE	TRUE	FALSE	FALSE	27	17	7	0	0	0	0	0	2028433	2020443	1732044	947940	0	0	0	0	0	28	2028433	68924	8	14	0	f__Lachnospiraceae (UID1256)	33	333	171	73	259	1	0	0	0
D07-NF-R1	bin.51	55.82	2) medium quality	75.57	3.95	18.52	Bacteroides caccae	species	0.85	Bacteroides caccae CL03T12C61	strain	0.483	91373	3.86	2.5	66	261992	3145	53	5	5	4	TRUE	TRUE	FALSE	FALSE	60	28	11	1	0	0	0	0	3862968	3821486	2877055	1581337	261992	0	0	0	0	66	3862968	49282	15	29	0	g__Bacteroides (UID2691)	33	839	309	176	636	27	0	0	0
D07-NF-R1	bin.59_sub	49.41	2) medium quality	73.91	4.9	80	Faecalibacterium	genus	0.774	Faecalibacterium sp. BIOML-A1	species	0.502	47999	2.03	2.96	56	136330	1862	55	5	6	6	TRUE	TRUE	FALSE	FALSE	46	9	2	0	0	0	0	0	2030052	1958883	756624	269726	0	0	0	0	0	56	2030052	33238	15	26	0	o__Clostridiales (UID1212)	172	261	147	65	186	5	5	0	0
D07-NF-R1	bin.63	88.01	2) medium quality	88.01	0	0	[Ruminococcus] lactaris	species	1	[Ruminococcus] lactaris ATCC 29176	strain	0.549	117926	2.02	1.65	23	323987	1765	45	3	3	3	TRUE	TRUE	FALSE	FALSE	23	14	9	1	0	0	0	0	2015273	2015273	1723922	1361710	323987	0	0	0	0	23	2015273	99117	6	11	0	f__Lachnospiraceae (UID1256)	33	333	171	31	302	0	0	0	0
D07-NF-R1	bin.70	86.4	3) high quality Nayfach	93.2	1.36	0	Oscillospiraceae bacterium	species	1	Oscillospiraceae bacterium	species	1	661833	2.75	2.36	12	720000	2402	64	4	5	4	TRUE	TRUE	FALSE	TRUE	12	12	6	3	2	0	0	0	2745053	2745053	2745053	2280533	1679834	1381833	0	0	0	12	2745053	228098	2	5	0	o__Clostridiales (UID1212)	172	261	147	15	244	2	0	0	0
D07-NF-R1	bin.73	78.45	2) medium quality	84.2	1.15	50	Eubacteriales	order	0.994	Eubacterium ramulus	species	0.565	62949	2.39	1.11	51	255942	2019	46	4	4	4	TRUE	TRUE	FALSE	FALSE	44	18	4	1	0	0	0	0	2391948	2336820	1635816	690851	255942	0	0	0	0	51	2391948	42208	11	22	0	f__Lachnospiraceae (UID1255)	90	354	174	40	312	2	0	0	0
D07-NF-R1	bin.76_sub	-16.58	0) really bad	82.07	19.73	40.43	Blautia	genus	0.712	Blautia sp. BIOML-A1	species	0.387	48000	3.53	1.14	104	143505	3399	59	4	4	4	FALSE	FALSE	FALSE	FALSE	90	20	4	0	0	0	0	0	3532153	3441372	1664138	558483	0	0	0	0	0	104	3532153	27703	23	46	0	o__Clostridiales (UID1226)	155	278	158	51	182	44	1	0	0
D07-NF-R1	bin.77	72.15	2) medium quality	81.65	1.9	25	Blautia	genus	0.662	Blautia sp. AF19-1	species	0.468	247301	2.6	8.14	15	576717	2433	39	3	3	3	TRUE	TRUE	FALSE	FALSE	15	13	10	3	1	0	0	0	2604107	2604107	2529065	2302482	1138404	576717	0	0	0	15	2604107	142268	4	8	0	o__Clostridiales (UID1226)	155	278	158	40	230	8	0	0	0
D07-NF-R1	bin.81	88.44	2) medium quality	88.44	0	0	Gemmiger formicilis	species	1	Gemmiger formicilis	species	1	552984	2.13	3.54	6	585344	1891	61	4	4	4	TRUE	TRUE	FALSE	FALSE	6	5	4	4	3	0	0	0	2133660	2133660	2100424	2039773	2039773	1677746	0	0	0	6	2133660	539418	2	3	0	o__Clostridiales (UID1212)	172	261	147	22	239	0	0	0	0
D07-NF-R1	bin.82	76.58	2) medium quality	76.58	0	0	Blautia sp. CAG:52	species	0.679	Blautia sp. CAG:52	species	0.679	601812	2.11	1.78	6	781818	1876	37	2	2	2	TRUE	TRUE	FALSE	FALSE	6	4	4	4	2	0	0	0	2111870	2111870	2047040	2047040	2047040	1383630	0	0	0	6	2111870	372342	2	3	0	o__Clostridiales (UID1226)	155	278	158	61	217	0	0	0	0
D07-NF-R1	bin.84	66.65	2) medium quality	82.8	3.23	75	Adlercreutzia caecimuris B7	strain	0.952	Unclassified	Unclassified	0.595	41773	2.33	0.42	86	128617	2246	43	1	1	1	TRUE	TRUE	FALSE	FALSE	60	13	2	0	0	0	0	0	2333691	2163667	947094	238159	0	0	0	0	0	86	2333691	26005	19	36	0	p__Actinobacteria (UID2112)	31	211	124	31	176	4	0	0	0
D07-NF-R1	bin.87	77.53	4) high quality Bowers	95.68	3.63	100	Phocaeicola vulgatus	species	0.676	Phocaeicola vulgatus	species	0.509	139409	4.99	9.19	57	358018	4092	83	7	7	8	TRUE	TRUE	TRUE	TRUE	57	33	19	2	0	0	0	0	4987637	4987637	4215588	3187780	616494	0	0	0	0	57	4987637	78711	13	26	0	o__Bacteroidales (UID2654)	163	486	266	15	459	12	0	0	0
D07-NF-R1	bin.88	67.02	2) medium quality	99.32	6.46	68.75	Faecalibacterium prausnitzii L2-6	strain	1	Faecalibacterium prausnitzii L2-6	strain	1	516987	2.8	12.77	7	1390075	2583	69	7	6	6	TRUE	TRUE	FALSE	FALSE	7	7	6	3	2	1	0	0	2801505	2801505	2801505	2739726	2187044	1907062	1390075	0	0	7	2801505	279982	2	3	0	o__Clostridiales (UID1212)	172	261	147	1	244	16	0	0	0
D07-NF-R1	bin.89	44.54	1) low quality	47.89	0.67	100	Eubacteriales	order	0.663	Clostridiales bacterium	species	0.485	16420	1.27	0.79	101	43024	1250	26	0	0	0	TRUE	FALSE	FALSE	FALSE	51	0	0	0	0	0	0	0	1268455	978171	0	0	0	0	0	0	0	101	1268455	10403	25	49	0	o__Clostridiales (UID1212)	172	263	149	125	137	1	0	0	0
D07-NF-R1	bin.90_sub	66.55	2) medium quality	81.3	2.95	42.86	uncultured Eubacteriales bacterium	species	0.848	uncultured Eubacteriales bacterium	species	0.848	37779	1.75	3.54	71	76222	1747	44	2	2	3	TRUE	TRUE	FALSE	FALSE	53	8	0	0	0	0	0	0	1750739	1643874	484666	0	0	0	0	0	0	71	1750739	20951	18	32	0	o__Clostridiales (UID1212)	172	263	149	40	218	4	1	0	0
D07-NF-R1	maxbin.001	98.63	4) high quality Bowers	98.63	0	0	Ruminococcus sp. AM28-13	species	0.942	Ruminococcus sp. AM28-13	species	0.942	3002197	3.19	24.23	6	3002197	2942	56	4	4	4	TRUE	TRUE	TRUE	TRUE	3	2	2	1	1	1	1	1	3190509	3172409	3156282	3156282	3002197	3002197	3002197	3002197	3002197	6	3190509	3002197	1	1	0	o__Clostridiales (UID1212)	172	260	146	3	257	0	0	0	0
D07-NF-R1	maxbin.002	97.12	3) high quality Nayfach	99.52	0.48	0	[Eubacterium] rectale M104/1	strain	0.993	[Eubacterium] rectale M104/1	strain	0.993	3340853	3.38	12.44	5	3340853	3141	59	5	5	0	TRUE	TRUE	TRUE	FALSE	3	1	1	1	1	1	1	1	3382491	3374919	3340853	3340853	3340853	3340853	3340853	3340853	3340853	5	3382491	3340853	1	1	0	f__Lachnospiraceae (UID1286)	57	420	207	1	418	1	0	0	0
D07-NF-R1	maxbin.003	96.38	4) high quality Bowers	98.88	0.5	0	Bacteroides uniformis CL03T12C37	strain	0.67	Bacteroides uniformis CL03T12C37	strain	0.67	2287924	4.57	18.89	12	2287924	3799	64	4	4	5	TRUE	TRUE	TRUE	TRUE	7	5	5	4	3	1	1	0	4574274	4544941	4517019	4517019	4284668	3830436	2287924	2287924	0	12	4574274	767226	1	3	0	o__Bacteroidales (UID2657)	160	492	269	3	486	3	0	0	0
D07-NF-R1	maxbin.010	99.06	3) high quality Nayfach	99.06	0	0	Coprobacillus sp. AF21-8LB	species	0.988	Coprobacillus sp. AF21-8LB	species	0.988	1432019	2.71	3.24	16	1432019	2724	67	8	8	8	TRUE	TRUE	FALSE	TRUE	10	5	5	3	1	1	0	0	2705874	2685299	2544942	2544942	2149094	1432019	1432019	0	0	16	2705874	341984	1	3	0	k__Bacteria (UID2372)	131	177	106	3	174	0	0	0	0
D07-NF-R1	maxbin.013	99.33	2) medium quality	99.33	0	0	Coprococcus sp.	species	0.909	Coprococcus sp.	species	0.909	757836	2.89	2.79	5	1152858	2532	54	4	4	0	TRUE	TRUE	FALSE	FALSE	5	4	4	3	3	1	0	0	2892867	2892867	2846345	2846345	2628635	2628635	1152858	0	0	5	2892867	717941	2	3	0	o__Clostridiales (UID1212)	172	263	149	1	262	0	0	0	0
D07-NF-R1	maxbin.014	97.99	3) high quality Nayfach	97.99	0	0	Ruminococcus callidus ATCC 27760	strain	0.887	Ruminococcus callidus ATCC 27760	strain	0.887	1620557	3.16	3.2	23	1620557	2767	61	4	4	4	TRUE	TRUE	FALSE	TRUE	15	7	6	4	1	1	0	0	3160938	3125943	2968987	2898399	2606595	1620557	1620557	0	0	23	3160938	280507	1	4	0	o__Clostridiales (UID1212)	172	263	149	4	259	0	0	0	0
